# Acquisizione Analog Discovery 2
# Timestamp 2025-10-05 17:40:24
# time	ch1	ch2
-3.793999999999999630e-03	3.294850353796804354e-01	3.597810055201459967e-02
-3.792999999999999931e-03	3.331677017452134848e-01	2.479199615942359602e-02
-3.791999999999999798e-03	3.663116990350105406e-01	3.970680201621160088e-02
-3.790999999999999665e-03	3.405330344762794725e-01	2.852069762362059724e-02
-3.789999999999999966e-03	3.810423644971425716e-01	9.877190302635591168e-03
-3.788999999999999833e-03	4.252343608835386646e-01	2.106329469522659481e-02
-3.787999999999999701e-03	4.215516945180056707e-01	1.733459323102959360e-02
-3.787000000000000002e-03	4.362823599801377017e-01	2.106329469522659481e-02
-3.785999999999999869e-03	4.473303590767367388e-01	3.224939908781759845e-02
-3.784999999999999736e-03	4.657436909044017637e-01	3.597810055201459967e-02
-3.784000000000000037e-03	5.025703545597319799e-01	2.852069762362059724e-02
-3.782999999999999904e-03	5.320316854839959309e-01	2.479199615942359602e-02
-3.781999999999999772e-03	5.504450173116610667e-01	2.106329469522659481e-02
-3.780999999999999639e-03	5.983196800635901536e-01	3.970680201621160088e-02
-3.779999999999999940e-03	5.909543473325240548e-01	1.733459323102959360e-02
-3.778999999999999807e-03	6.056850127946560303e-01	2.479199615942359602e-02
-3.777999999999999674e-03	6.314636773533872649e-01	3.597810055201459967e-02
-3.776999999999999975e-03	6.461943428155192404e-01	9.877190302635591168e-03
-3.775999999999999843e-03	6.646076746431843763e-01	2.419787374241588740e-03
-3.774999999999999710e-03	6.977516719329812656e-01	4.343550348040860209e-02
-3.774000000000000011e-03	7.161650037606464014e-01	2.852069762362059724e-02
-3.772999999999999878e-03	7.198476701261793398e-01	2.106329469522659481e-02
-3.771999999999999745e-03	7.456263346849105744e-01	2.852069762362059724e-02
-3.770999999999999613e-03	7.566743337815096115e-01	3.597810055201459967e-02
-3.769999999999999914e-03	7.787703319747074637e-01	3.970680201621160088e-02
-3.768999999999999781e-03	8.082316628989716367e-01	2.479199615942359602e-02
-3.767999999999999648e-03	8.376929938232358097e-01	2.852069762362059724e-02
-3.766999999999999949e-03	8.376929938232358097e-01	3.224939908781759845e-02
-3.765999999999999816e-03	8.745196574785658594e-01	9.877190302635591168e-03
-3.764999999999999684e-03	8.966156556717639337e-01	2.479199615942359602e-02
-3.763999999999999985e-03	9.113463211338959091e-01	2.106329469522659481e-02
-3.762999999999999852e-03	9.371249856926269217e-01	2.852069762362059724e-02
-3.761999999999999719e-03	9.702689829824240331e-01	3.224939908781759845e-02
-3.761000000000000020e-03	9.776343157134901318e-01	4.343550348040860209e-02
-3.759999999999999887e-03	9.923649811756221073e-01	4.343550348040860209e-02
-3.758999999999999755e-03	9.960476475411550457e-01	3.224939908781759845e-02
-3.757999999999999622e-03	1.040239643927551194e+00	4.343550348040860209e-02
-3.756999999999999923e-03	1.047604976658617071e+00	4.343550348040860209e-02
-3.755999999999999790e-03	1.099162305776079318e+00	3.597810055201459967e-02
-3.754999999999999657e-03	1.088114306679480281e+00	3.224939908781759845e-02
-3.753999999999999958e-03	1.099162305776079318e+00	4.343550348040860209e-02
-3.752999999999999826e-03	-8.673815334185475123e-01	-6.842554044550143433e-02
-3.751999999999999693e-03	-8.747468661496136111e-01	-4.232463019612242583e-02
-3.750999999999999994e-03	-8.489682015908823765e-01	-3.859592873192542462e-02
-3.749999999999999861e-03	-8.600162006874814136e-01	-4.978203312451642826e-02
-3.748999999999999728e-03	-8.305548697632174626e-01	-4.232463019612242583e-02
-3.748000000000000029e-03	-7.974108724734203513e-01	-3.859592873192542462e-02
-3.746999999999999897e-03	-7.753148742802222770e-01	-2.368112287513741976e-02
-3.745999999999999764e-03	-7.532188760870242028e-01	-5.723943605291043069e-02
-3.744999999999999631e-03	-7.421708769904251657e-01	-2.368112287513741976e-02
-3.743999999999999932e-03	-6.942962142384960789e-01	-1.622371994674341733e-02
-3.742999999999999799e-03	-6.832482151418970417e-01	-1.622371994674341733e-02
-3.741999999999999667e-03	-6.869308815074299801e-01	-1.622371994674341733e-02
-3.740999999999999968e-03	-6.648348833142319059e-01	-2.368112287513741976e-02
-3.739999999999999835e-03	-6.574695505831660292e-01	-2.368112287513741976e-02
-3.738999999999999702e-03	-6.169602205623028190e-01	-2.740982433933442097e-02
-3.738000000000000003e-03	-5.911815560035718065e-01	-1.622371994674341733e-02
-3.736999999999999870e-03	-5.690855578103737322e-01	-1.622371994674341733e-02
-3.735999999999999738e-03	-5.433068932516427196e-01	-1.308914089955412474e-03
-3.735000000000000039e-03	-5.322588941550436825e-01	-1.308914089955412474e-03
-3.733999999999999906e-03	-5.101628959618456083e-01	2.106329469522659481e-02
